circuit,n_qubits,family,depth_bucket,decision_class,rec_key,fastest_key,is_fastest,overhead,source
Bonus-RandCliff-4-medium-15629,4,RandomClifford,medium,clifford,qpanda/statevector,qpanda/statevector,True,1.0,ec2
Bonus-RandCliff-8-deep-66226,8,RandomClifford,deep,clifford,qpanda/statevector,qpanda/density_matrix,False,1.12,ec2
Bonus-RandCliff-24-deep-59491,24,RandomClifford,deep,clifford,qiskit/stabilizer,qpanda/statevector,False,2.96,ec2
Bonus-RandCliff-12-shallow-30265,12,RandomClifford,shallow,clifford,qiskit/statevector,qpanda/density_matrix,False,3.45,ec2
Bonus-RandCliff-24-deep-19447,24,RandomClifford,deep,clifford,qiskit/stabilizer,qpanda/statevector,False,1.01,ec2
Bonus-RandCliff-20-medium-14162,20,RandomClifford,medium,clifford,qiskit/stabilizer,qpanda/statevector,False,13.01,ec2
Bonus-RandCliff-20-deep-92517,20,RandomClifford,deep,clifford,qiskit/stabilizer,qpanda/statevector,False,14.82,ec2
Bonus-RandNonCliff-20-shallow-20890,20,RandomNonClifford,shallow,low_tw,native/matrix_product_state,qpanda/statevector,False,2024.88,ec2
Bonus-RandCliff-20-shallow-16308,20,RandomClifford,shallow,clifford,qiskit/stabilizer,qpanda/statevector,False,13.62,ec2
Bonus-RandNonCliff-20-medium-53339,20,RandomNonClifford,medium,low_tw,native/matrix_product_state,qpanda/statevector,False,1754.74,ec2
Bonus-RandNonCliff-8-shallow-84502,8,RandomNonClifford,shallow,low_tw,qpanda/statevector,qpanda/statevector,True,1.0,ec2
